* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 30, 1, 1
2622, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2623, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
2624, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
2625, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, ancient_elements:dig, 15, 1, 1
2626, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2627, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
2628, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
2629, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, ancient_elements:drimble, 5, 1, 1
2630, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2631, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
2632, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
2633, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
2634, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
2635, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
2636, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, mowziesmobs:grottol, 30, 1, 1
2637, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
2638, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
2639, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
2640, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, mofus_better_end_:nomouth_enderman, 30, 1, 1
2641, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
2642, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
2643, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
2644, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, ancient_elements:scamp, 15, 1, 1
2645, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
2646, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
2647, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2648, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2649, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2650, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2651, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
2652, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
2653, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, mofus_better_end_:starfly, 30, 4, 8
2654, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2655, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
2656, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, terramity:uvogre, 10, 1, 1
2657, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
2658, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2659, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
2660, none, mofus_better_end_:blood_stars_hills_biome, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
2661, none, mofus_better_end_:blood_stars_hills_biome, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
2662, none, mofus_better_end_:blood_stars_hills_biome, AMBIENT, terramity:blue_fairy, 15, 1, 2
2663, none, mofus_better_end_:blood_stars_hills_biome, AMBIENT, terramity:cave_gnome, 20, 1, 3
2664, none, mofus_better_end_:blood_stars_hills_biome, AMBIENT, terramity:green_fairy, 15, 2, 3
2665, none, mofus_better_end_:blood_stars_hills_biome, AMBIENT, terramity:pink_fairy, 15, 1, 2
2666, none, mofus_better_end_:blood_stars_hills_biome, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2667, none, mofus_better_end_:blood_stars_hills_biome, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2668, none, mofus_better_end_:blood_stars_midlands, MONSTER, alexsmobs:farseer, 30, 1, 1
2669, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
2670, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
2671, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
2672, none, mofus_better_end_:blood_stars_midlands, MONSTER, quark:stoneling, 10, 1, 1
2673, none, mofus_better_end_:blood_stars_midlands, MONSTER, quark:toretoise, 10, 2, 4
2674, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
2675, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
2676, none, mofus_better_end_:blood_stars_midlands, MONSTER, ancient_elements:boulder, 10, 1, 1
2677, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
2678, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2679, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
2680, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
2681, none, mofus_better_end_:blood_stars_midlands, MONSTER, ancient_elements:dig, 15, 1, 1
2682, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2683, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
2684, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
2685, none, mofus_better_end_:blood_stars_midlands, MONSTER, ancient_elements:drimble, 5, 1, 1
2686, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2687, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
2688, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
2689, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
2690, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
2691, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
2692, none, mofus_better_end_:blood_stars_midlands, MONSTER, mowziesmobs:grottol, 30, 1, 1
2693, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
2694, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
2695, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
2696, none, mofus_better_end_:blood_stars_midlands, MONSTER, mofus_better_end_:nomouth_enderman, 30, 1, 1
2697, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
2698, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
2699, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
2700, none, mofus_better_end_:blood_stars_midlands, MONSTER, ancient_elements:scamp, 15, 1, 1
2701, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
2702, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
2703, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2704, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2705, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2706, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2707, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
2708, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
2709, none, mofus_better_end_:blood_stars_midlands, MONSTER, mofus_better_end_:starfly, 30, 4, 8
2710, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2711, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
2712, none, mofus_better_end_:blood_stars_midlands, MONSTER, terramity:uvogre, 10, 1, 1
2713, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
2714, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2715, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
2716, none, mofus_better_end_:blood_stars_midlands, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
2717, none, mofus_better_end_:blood_stars_midlands, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
2718, none, mofus_better_end_:blood_stars_midlands, AMBIENT, terramity:blue_fairy, 15, 1, 2
2719, none, mofus_better_end_:blood_stars_midlands, AMBIENT, terramity:cave_gnome, 20, 1, 3
2720, none, mofus_better_end_:blood_stars_midlands, AMBIENT, terramity:green_fairy, 15, 2, 3
2721, none, mofus_better_end_:blood_stars_midlands, AMBIENT, terramity:pink_fairy, 15, 1, 2
2722, none, mofus_better_end_:blood_stars_midlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2723, none, mofus_better_end_:blood_stars_midlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2724, none, deeperdarker:blooming_caverns, MONSTER, deeperdarker:angler_fish, 30, 3, 5
2725, none, deeperdarker:blooming_caverns, MONSTER, deeperdarker:sculk_snapper, 30, 1, 2
2726, none, deeperdarker:blooming_caverns, MONSTER, deeperdarker:sludge, 30, 1, 2
2727, none, deeperdarker:blooming_caverns, MONSTER, blighted_beasts:bloater, 30, 1, 1
2728, none, deeperdarker:blooming_caverns, MONSTER, blighted_beasts:reaper, 30, 1, 2
2729, none, deeperdarker:blooming_caverns, MONSTER, blighted_beasts:reverb, 30, 1, 1
2730, none, deeperdarker:blooming_caverns, MONSTER, blighted_beasts:seer, 30, 1, 1
2731, none, deeperdarker:blooming_caverns, MONSTER, blighted_beasts:skitter, 30, 1, 3
2732, none, deeperdarker:blooming_caverns, MONSTER, alexsmobs:farseer, 30, 1, 1
2733, none, deeperdarker:blooming_caverns, MONSTER, alexsmobs:skreecher, 30, 1, 1
2734, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
2735, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
2736, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
2737, none, deeperdarker:blooming_caverns, MONSTER, quark:stoneling, 10, 1, 1
2738, none, deeperdarker:blooming_caverns, MONSTER, quark:toretoise, 10, 2, 4
2739, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
2740, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
2741, none, deeperdarker:blooming_caverns, MONSTER, ancient_elements:boulder, 10, 1, 1
2742, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
2743, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2744, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
2745, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
2746, none, deeperdarker:blooming_caverns, MONSTER, ancient_elements:dig, 15, 1, 1
2747, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2748, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
2749, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
2750, none, deeperdarker:blooming_caverns, MONSTER, ancient_elements:drimble, 5, 1, 1
2751, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2752, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
2753, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
2754, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
2755, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
2756, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
2757, none, deeperdarker:blooming_caverns, MONSTER, mowziesmobs:grottol, 30, 1, 1
2758, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
2759, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
2760, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
2761, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
2762, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
2763, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
2764, none, deeperdarker:blooming_caverns, MONSTER, ancient_elements:scamp, 15, 1, 1
2765, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
2766, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
2767, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2768, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2769, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2770, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2771, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
2772, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
2773, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2774, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
2775, none, deeperdarker:blooming_caverns, MONSTER, terramity:uvogre, 10, 1, 1
2776, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
2777, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2778, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
2779, none, deeperdarker:blooming_caverns, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
2780, none, deeperdarker:blooming_caverns, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
2781, none, deeperdarker:blooming_caverns, AMBIENT, terramity:blue_fairy, 15, 1, 2
2782, none, deeperdarker:blooming_caverns, AMBIENT, terramity:cave_gnome, 20, 1, 3
2783, none, deeperdarker:blooming_caverns, AMBIENT, terramity:green_fairy, 15, 2, 3
2784, none, deeperdarker:blooming_caverns, AMBIENT, terramity:pink_fairy, 15, 1, 2
2785, none, deeperdarker:blooming_caverns, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2786, none, deeperdarker:blooming_caverns, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2787, forest, dreamwoods:blooming_grove, MONSTER, minecraft:spider, 35, 4, 4
2788, forest, dreamwoods:blooming_grove, MONSTER, minecraft:zombie, 30, 4, 4
2789, forest, dreamwoods:blooming_grove, MONSTER, minecraft:zombie_villager, 30, 1, 1
2790, forest, dreamwoods:blooming_grove, MONSTER, minecraft:skeleton, 60, 4, 4
2791, forest, dreamwoods:blooming_grove, MONSTER, minecraft:creeper, 60, 4, 4
2792, forest, dreamwoods:blooming_grove, MONSTER, minecraft:slime, 60, 4, 4
2793, forest, dreamwoods:blooming_grove, MONSTER, minecraft:enderman, 40, 1, 4
2794, forest, dreamwoods:blooming_grove, MONSTER, minecraft:witch, 30, 1, 1
2795, forest, dreamwoods:blooming_grove, MONSTER, species:bewereager, 30, 1, 2
2796, forest, dreamwoods:blooming_grove, MONSTER, species:cliff_hanger, 30, 1, 1
2797, forest, dreamwoods:blooming_grove, MONSTER, species:ghoul, 15, 1, 1
2798, forest, dreamwoods:blooming_grove, MONSTER, embers:ancient_golem, 30, 1, 1
2799, forest, dreamwoods:blooming_grove, MONSTER, crypticfoes:howler, 45, 1, 3
2800, forest, dreamwoods:blooming_grove, MONSTER, species:limpet, 20, 1, 1
2801, forest, dreamwoods:blooming_grove, MONSTER, species:quake, 15, 1, 1
2802, forest, dreamwoods:blooming_grove, MONSTER, species:wicked, 10, 1, 3
2803, forest, dreamwoods:blooming_grove, MONSTER, alexsmobs:centipede_head, 30, 1, 1
2804, forest, dreamwoods:blooming_grove, MONSTER, alexsmobs:farseer, 30, 1, 1
2805, forest, dreamwoods:blooming_grove, MONSTER, alexsmobs:murmur, 30, 1, 1
2806, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
2807, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
2808, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
2809, forest, dreamwoods:blooming_grove, MONSTER, quark:stoneling, 10, 1, 1
2810, forest, dreamwoods:blooming_grove, MONSTER, quark:toretoise, 10, 2, 4
2811, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
2812, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
2813, forest, dreamwoods:blooming_grove, MONSTER, ancient_elements:boulder, 10, 1, 1
2814, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
2815, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2816, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
2817, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
2818, forest, dreamwoods:blooming_grove, MONSTER, ancient_elements:dig, 15, 1, 1
2819, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2820, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
2821, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
2822, forest, dreamwoods:blooming_grove, MONSTER, ancient_elements:drimble, 5, 1, 1
2823, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2824, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
2825, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
2826, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
2827, forest, dreamwoods:blooming_grove, MONSTER, adamsarsplus:mage, 10, 1, 2
2828, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
2829, forest, dreamwoods:blooming_grove, MONSTER, goety:reaper, 10, 1, 1
2830, forest, dreamwoods:blooming_grove, MONSTER, goety:wraith, 10, 1, 1
2831, forest, dreamwoods:blooming_grove, MONSTER, goety:web_spider, 10, 4, 4
2832, forest, dreamwoods:blooming_grove, MONSTER, goety:necromancer, 30, 1, 1
2833, forest, dreamwoods:blooming_grove, MONSTER, goety:warlock, 10, 1, 1
2834, forest, dreamwoods:blooming_grove, MONSTER, goety:heretic, 10, 1, 1
2835, forest, dreamwoods:blooming_grove, MONSTER, goety:maverick, 10, 1, 1
2836, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
2837, forest, dreamwoods:blooming_grove, MONSTER, mowziesmobs:grottol, 30, 1, 1
2838, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
2839, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
2840, forest, dreamwoods:blooming_grove, MONSTER, mutantmonsters:mutant_creeper, 3, 1, 1
2841, forest, dreamwoods:blooming_grove, MONSTER, mutantmonsters:mutant_enderman, 3, 1, 1
2842, forest, dreamwoods:blooming_grove, MONSTER, mutantmonsters:mutant_skeleton, 3, 1, 1
2843, forest, dreamwoods:blooming_grove, MONSTER, mutantmonsters:mutant_zombie, 3, 1, 1
2844, forest, dreamwoods:blooming_grove, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
2845, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
2846, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
2847, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
2848, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
2849, forest, dreamwoods:blooming_grove, MONSTER, ancient_elements:scamp, 15, 1, 1
2850, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
2851, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
2852, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2853, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2854, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2855, forest, dreamwoods:blooming_grove, MONSTER, alshanex_familiars:hunter_pet, 10, 2, 3
2856, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2857, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
2858, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
2859, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2860, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
2861, forest, dreamwoods:blooming_grove, MONSTER, ancient_elements:undead_miner, 30, 1, 2
2862, forest, dreamwoods:blooming_grove, MONSTER, terramity:uvogre, 10, 1, 1
2863, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
2864, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2865, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
2866, forest, dreamwoods:blooming_grove, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
2867, forest, dreamwoods:blooming_grove, CREATURE, minecraft:sheep, 60, 4, 4
2868, forest, dreamwoods:blooming_grove, CREATURE, minecraft:pig, 55, 4, 4
2869, forest, dreamwoods:blooming_grove, CREATURE, minecraft:chicken, 50, 8, 8
2870, forest, dreamwoods:blooming_grove, CREATURE, minecraft:cow, 50, 4, 4
2871, forest, dreamwoods:blooming_grove, CREATURE, minecraft:wolf, 30, 4, 4
2872, forest, dreamwoods:blooming_grove, CREATURE, hexerei:crow, 30, 2, 5
2873, forest, dreamwoods:blooming_grove, CREATURE, crittersandcompanions:ferret, 15, 2, 3
2874, forest, dreamwoods:blooming_grove, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
2875, forest, dreamwoods:blooming_grove, CREATURE, forbidden_arcanus:lost_soul, 5, 1, 3
2876, forest, dreamwoods:blooming_grove, CREATURE, vintagevibes:butterfly, 3, 2, 8
2877, forest, dreamwoods:blooming_grove, CREATURE, alexsmobs:grizzly_bear, 30, 2, 3
2878, forest, dreamwoods:blooming_grove, CREATURE, alexsmobs:raccoon, 30, 2, 4
2879, forest, dreamwoods:blooming_grove, CREATURE, alexsmobs:crow, 30, 3, 5
2880, forest, dreamwoods:blooming_grove, CREATURE, alexsmobs:tasmanian_devil, 30, 1, 2
2881, forest, dreamwoods:blooming_grove, CREATURE, alexsmobs:skunk, 30, 1, 2
2882, forest, dreamwoods:blooming_grove, CREATURE, alexsmobs:blue_jay, 30, 2, 4
2883, forest, dreamwoods:blooming_grove, CREATURE, ars_nouveau:drygmy, 10, 1, 2
